제목,아이디,댓글 제목,내용,작성일자
순천만 습지,BonSports,자연을 느낄 수 있는 곳,"많은 갈대와 함께, 전망대에서 보는 경치가 아주 좋습니다. 새들도 많아 자연을 느낀느 맛이 있습니다. 전망대까지는 시간이 다소 걸리고 노약자는 힘듭니다.",2016년 11월 28
순천만 습지,핸하,사람이 너무 많지만 좋아요~,제가 간날에 사람이 너무 많아서 강제로 밀려서 전진하게 됩니다..너무 길어서 다리는 아프지만 한번가기 좋은 곳입니다.,2016년 11월 15
순천만 습지,스타걸처럼,가을의 정취를 느낄 수 있는 곳,갈대하면 제일 먼저 떠오르는 곳이여서 방문하게 됐는데요일몰시간에 가면 정말 아름다워요다만 주말엔 주차장을 이용할 수 없을 정도로 정말 많은 사람들이 몰려듭니다.주창장이 만차가 되면 근처 수도품질관리원인가 하는곳에 차를 주차시키고 셔틀버스로 이동해야하는데 이게 법적으로 무료로 이용할 수가 없다고 해서 왕복 1000원을 내야해요시간적으로 제약을 없으신 분들은 평일을 이용하시면 좋을 듯 합니다.,2016년 11월 9일
순천만 습지,피 카,가을의 정취를 느낄 수 있는 곳,"꼭 전망대까지 올라가세요. 좋은 풍경을 볼 수 있는 기회입니다. 일정에 따라 오랜 시간을 보낼 수는 없고, 사람들이 치일 수도 있지만 갈대를 보면서 천천히 쉴 수 있다는 자체만 해도 좋은 곳입니다.",2016년 11월 5일
순천만 습지,jhmin81,가을의 정취를 제대로 느끼는 곳,오후 늦게 해질 무렵에 보는 갈대숲은 정말 인상적임. 보행로 데크를 따로 중간중간 사진을 계속 찍게 됨.,2016년 11월 3일
순천만 습지,이미2016,"갈대"" 쵝오입니다","가족들이랑..여수 들렀다가~~ 순천만 생태공원방문... 너무나~~ 좋았던 곳입니다! 꼭 한번은 가 보세요!! 갈대숲""을 걸으니?? 맘이편해지는거 같아요~~! 부모님""모시고 가시면?? 엄청.. 좋아하십니다^^",2016년 10월 11
순천만 습지,문화센터,순천만 갈대에서 보는 일몰,순천만 갈대에서 보는 일몰은 정말 아름답습니다.일정에 따라 오랜 시간을 보낼수도 있고 간단히 볼 수도 있습니다.워낙 사람이 많아 주차하기도 힘들지만 이곳에서 보는 일몰은 그럴만한 가치가 있습니다.많은 철새도 볼 수 있습니다.,2016년 10월 9일
순천만 습지,Kimi K,갈대보러,바람에 흔들리는 갈대보러 갔어요. 속이 뻥 뚫리는 기분이예요. 갈대와 더불어 마음도 넘실넘실 춤을 추네요. 자전거를 꼭 타세요. 즐거워요.,2016년 9월 30일
순천만 습지,호박달빛,살아있는 순천만,갯벌에 다양한 모양의 꽂게가 서식하고 순천만을 가득 채운 푸른 갈대 바람소리가 좋습니다 전망대에서 일몰 보고 빨간 순천만 초록 순천만 좋아요,2016년 9월 30일
순천만 습지,757소연김,순천,한겨울에 가니깐 너무추워서제대로 보지는못했네요ㅜ 공원앞쪽에 맛집이라고 식당들이많은데 맛들은다비슷하니싼곳에가셔서 드시는걸추천해요~,2016년 9월 24일
순천만 습지,Jy O,갈대소리가.....,갈대소리 들으며 산책하니 마음이 편해졌습니다 힐링포인트예요 중간중간 휴게 및 포토존이 있는 것도 좋았구요 아이들 데리고 갈만한 것 같습니다,2016년 9월 16일
순천만 습지,wnhong,너무 넓어요,"마음의 준비를 단단히 하세요. 멋있는 만큼 많은 시간이 필요합니다.  걷기 편한 신발 준비하시고 천천히 둘러보시면 참 좋아요,.",2016년 9월 5일 
순천만 습지,duck3222,순천만 생태공원,아주아주 넚은 갈대밭이에요~푸르른 갈대들이  뻘밭을 가득 채우고있었어요~산책로를 따라서 끝까지 따라가서 전망대까지 올라가서아주 드넓은 생태공원을 내려다 보면 너무 아름다웠어요~살짝 지친만 할때쯤 도착해서 위에서 내려다 보니~ 꿀이었어요~차타고 가야하고.. 버스도 다니긴 하던데ㅠ 노선을 잘모르겠어요.. 성인 요금은 8000원입니다.,2016년 8월 17일
순천만 습지,richardpN4937UU,황홀한 해질녘,해가 질 때쯤 맞춰서 산책로를 쭉 따라 꼭 전망대까지 가보자. 황홀한 풍경을 볼 수 있다. 막연하게 전망대를 가보자고 힘들게 올랐는데 도착하고 나서 올라오길 잘 했다고 생각했다. 특히 철새들이 지는 해를 사이로 날아갈때 국내에 이렇게 아름다운 곳이 있나 싶었다.,2016년 8월 12일
순천만 습지,성훈 김,여름에간다면,여름에는 낙조 방향이 물과 다르고 물때도 맞지 않아서 오히려 한낮의 푸른 갈대밭이 보이는 때가 일몰보다 더욱 아름답다.우리나라에서 손꼽히는 관광지이며 오직 이 생태공원만을 위해 순천을 찾아오는것도 이해가 될 정도이다,2016년 8월 7일 
순천만 습지,Choi D,명불허전,좋아요! 대중교통으로 가기 어려운게 단점입니다. 일몰 보러가지만 일몰이외에도 볼 게 많아요. 정말 살아있는 자연입니다. 다만 여름에는 긴팔 긴바지 챙겨가시기 바랍니다. 해가 지는 순간 모기들이 활동을 시작합니다. 정말 다리에 모기자국으로 지도를 그렸네요....그외에는 모든게 만족스러웠습니다. 다음엔 가을에 가볼 생각이에요.,2016년 8월 7일 
순천만 습지,서현 송,순천만은 역시 일몰에 가야..,순천만 습지는 두번째. 일몰기억이 넘 아름다웠기에 꼭 다시 와야지 했던 곳. 아직 여름이라 그리고 일정상 일몰이 아닌 오전에 방문해야 됐는데. 넘 덥다. 푸른 갈대밭도 멋지긴 하다. 하지만 순천만은 역시 일몰에 가야.. 될듯. 씨유!,2016년 7월 29일
순천만 습지,니노밍,자연 생태계를 볼 수 있습니다,자연생태계를 바로 볼 수 있습니다.벌부터 그리고 맑은 하늘 아침에 보시면 정말 이뻐요하늘은 높고 날씨 좋은 날 가면 정말 좋아요,2016년 7월 25일
순천만 습지,soomin c,저렴하고 깨끗하며 관리가 잘 되어있음,사진찍기 좋은 포인트가 너무많고갈대밭가면 근심풀리는느낌!안에 카페같은곳의 가격이 너무싸고! 맛있음!다만 여름엔 양산필수!에여..ㅎㅎ,2016년 7월 15일
순천만 습지,하루 행,갈대가 아름다운 곳,"어느 계절에 가도 좋지만, 가을에 가면 그 아름다움을 더 깊게 느껴볼 수 있는 곳입니다. 순천만 생태공원과 갈대 그리고 낙조가 어우러진 풍경을 보려고 많은 사람들과 관광객들이 몰려듭니다. 다만 낙조를 보기 좋은 명당은 산을 올라가야하므로 약간의 등산을 갈 준비를 하고 출발하는게 좋습니다. 추천",2016년 6월 28일
순천만 습지,유이717,멋진 갈대밭!,끝없이 펼쳐지는 갈대받 안을 산책할 수 있어서 정말 좋습니다. 용산전망대는.. 산을 올라가야해서 유모차를 가지고 갈 수는 있지만... 너무 힘들었습니다. 하지만 올라갔을때 보이는 풍경은 정말정말 멋있습니다.,2016년 6월 20일
순천만 습지,HY C,아름다운 곳,"춥지만 그 고통을 견딜만했던 아름다운 풍경. 커플끼리 가면 참 좋겠다고 느꼈다.갈대밭이 인상 깊고, 사진 찍기에도 안성맞춤.",2016년 5월 18일
순천만 습지,hl7ylz,일몰에 가면 너무 좋은 곳,에코그린 카드 소지하고 있으면 할인됩니다. 해지기 몇시간전에 입장해서 언덕까지 올라가서 일몰을 보는 경로 추천합니다. 가는 도중에 갈대 사이사이로 장뚱어들이 다니는 것도 구경할 수 있어요. 곳곳에 사진 찍기 좋도록 잘 꾸며 놓았더라구요. 자연을 좋아하시는 분이라면 무조건 좋아하실거 같네요.,2016년 5월 10일
순천만 습지,하얀구름,정말 아름다운 곳,순천에 간다면 꼭 들어야 하는 곳입니다.우연히 가게 되었는데 너무나 마음에 들었던 곳입니다.자연을 보전하는 것이 무작정 개발하는 것보다 훨씬 이득이란 것을 잘 보여주는 곳입니다.시간이 된다면 전망대까지 꼭 가보길 권합니다. 전망대에서 바라보는 경관이 가장 아름답습니다.,2016년 5월 9일 
순천만 습지,sooryun,순천 최고의 여행지,"너무 유명하고, 그만큼 멋지다. 사계절 어느 때 가도 새로운 풍경이라 1번 방문으로도 아쉬웠다. 5월은 죽은 갈대를 베어내고 새로운 갈대가 자라는 시기인데 초록물결로 아름다웠다.",2016년 5월 8일 
순천만 습지,Handsome Andy,순천에 오면 꼭 들러야할곳,여수에 여행왔다가 세계 3대 습지중 하나인 순천만 습지를 보기위해 들렀습니다.어린이날 방문했는데 어린이는 무료로 입장하고 어른도 반값 할인받고 알뜰하게 입장했네요. 갈대밭 산책길을 둘러보다보면 도둑게와 짱둥어가 우리를 반갑게 맞이합니다. 세계최대 습지에 걸맞게 엄청나게 넖은 갈대밭이 펼쳐져있네요. 습지를 둘러보는 페리도 운영하는데 사람이 너무많아서 타지는 못했네요. 습지 보호때문에 5월에서 10월까지만 방문이 가능하니 이점 참고하셔서 자녀들에게 탁트인 공기와 습지생태계 교육을 하시면 어떨까요.,2016년 5월 6일 
순천만 습지,민석 권,마음이 탁 트이는 순천만 습지,"순천시내에서 버스로 30분정도면 도착할수 있는곳에 우리나라 최대의 습지가 있습니다 원래 가을,겨울에 오면 엄청난 갈대밭과 철새들을 볼수있지만 봄 여름에가도 바다와 이어지는 습지공원을 걷기만 해도 기분이 좋아지는 곳입니다 차를 가져가면 주차하기 힘들수더 있우니 대중교통을 이용하는것이 좋습니다",2016년 5월 1일 
순천만 습지,travelloveholic,사계절 방문하기 다 좋은 곳,순천만은 봄에 갈대가 파랗게 올라올때도 아름답다. 겨울에 철새를 보는것도 장관이지만 봄에 푸르른 느낌이 더 좋다. 밤에 천문대에서 별도 볼 수 있어서 저녁무렵부터 습지를 보고 인근에서 저녁먹고 천문대까지 이용하면 딱 좋은 일정인것 같다.,2016년 4월 28일
순천만 습지,까모라떼,주말을 피해서 가도록 하세요,일요일 주차하기도힘들고 관광차로 몸살을 앓아요~ 지금은 꽃들이 거즘 다 떨어져서 볼거리가 그리 많진 않고요~ 스카이큐브라는게 생겨서 그거 타려고 일부러 들어갔는데 스카이큐브 하나는 정말 맘에 들었어요~ 그거 타고서 순천만습지로 가는데 거기서도 관광객들 정말 많더라고요!!,2016년 4월 26일
순천만 습지,성진 송,정말 죽인다,갈대밭 숲이 우거져서 정말 죽여요 그리고 산을 타면 정상에서 바다도 보이고 정말 환상입니다. 사진 찍으면 잘나옴,2016년 4월 3일 
순천만 습지,민호 정,정말 멋있습니다,막찍어도 화보입니다ㄹㅇ 일몰시간에 전망대에가서 일몰보시면 정말 대박입니다. 3~4시쯤가서 여유롭게 산책한뒤 일몰까지 보면 좋을 것 같습니다,2016년 3월 22일
순천만 습지,bjh3676,일몰이 장관인 곳,"순천역이나 순천터미널에서 순천만으로 직행하는 버스노선이 있습니다. 순천만에서 다양한 자연경관과 생태환경을 볼 수 있으며, 가을철의 갈대가 장관입니다.특히 용산전망대에서 바라본 일몰이 장관입니다. 입구에서 용산전망대까지 도보로 1시간쯤 걸리며, 용산 전망대가 산 꼭대기에 위치하고 있어서 어느정도의 등산은 각오하셔야 합니다.",2016년 3월 2일 
순천만 습지,srwmania,경치가 끝내줍니다.,"솔직히 전혀 기대하지 않고 갔던 곳인데, 너무 만족스러웠습니다.탁 트인 갈대숲의 경치는 절로 탄성이 나오게 합니다.솔직히 한국의 경치가 아름답다고 생각한 적이 몇번 없는데, 여기는 정말 아름다웠습니다. 한번 정도는 무조건 가 볼만한 곳이아닌가 싶네요. 가족들과 같이 가도 좋고, 친구들과 가도 괜찮은거 같습니다.순천만정원과는 스카이큐브라는 교통수단으로 연결되는데,느낌이 꽤 색달라서 한 번 정도 타보시는 걸 추천합니다.가격은 왕복 8000 원 정도로 조금 비싼 듯도 한데,돈이 아깝지는 않습니다.그리고 순천만정원과는 입장권이 서로 호환됩니다. 장점이라면 한 장으로 하루 종일 순천의 양대 명소를 돌아볼 수 있다는 점이고,단점이라면 그 덕분에 가격이 조금 비싼 편이죠.순천만정원은 겨울에 가면 약간 망한 느낌(...)이 드는데,생태공원은 그런 느낌 없어서 좋았습니다.",2016년 3월 2일 
순천만 습지,학교로갈까,무조건 일몰시간에 전망대로 고고,다른것 필요없습니다. 일몰시간 맞추셔서 전망대 올라가셔야합니다. 입구에서 갈대와함께 사진찍으시고 일몰시간전에 부지런히 전망대올라가셔서 일몰과 함께 사진찍으면 그걸로 미션클리어!!!,2016년 3월 2일 
순천만 습지,초미녀동구,산책하기좋은곳,석양이 매우 아름다운 순천만정원박람회 들릴때 같이들리면 최고귀여운짱둥어도볼수있음조금더들어가면 순천만정상에서 순천만정원을 한눈에내려다볼수도있음,2016년 2월 29일
여수 해상케이블카,해피걸0731,바다 위를 날아가는 케이블카,거리는 짧은 편이지만 바다 위를 지나갈 수 있어서 좋았어요. 여행했던 곳들을 다시 짚어가면서 아이랑 이야기도 나누었구요.,2022년 11월 3일
여수 해상케이블카,주호 이,무난합니다.,시간이 빨리 소요됩니다. 하지만 비슷한 경치는 굳이 케이블카를 타지 않더라도 볼 수 있으며 가격이 조금 나가는데 비해 만족도는 크지않습니다. 야경은 멋있습니다.,2021년 5월 3일 
